#less(on1;_on2;_2)_&_less(off2;_off1;_3),cevent_inhand_child,,,,,
#subid,onset,offset,cat,index,trialid
7108,254.37,259.33,3,50,3
7108,256.67,259.07,3,51,3
7108,265.63,267.63,3,52,3
7108,266.97,281.97,3,53,3
7108,268.13,282.03,3,54,3
7108,285.33,306.33,3,56,3
7108,288.4,289.37,3,57,3
7108,290.07,301.9,3,58,3
7108,302.9,306.3,1,59,3
7108,306.63,306.77,2,60,3
7108,306.63,306.8,2,61,3
7108,306.93,307.1,2,62,3
7108,307,307.13,2,63,3
7108,307.33,307.87,2,64,3
7108,308,308.03,2,65,3
7108,309.2,309.83,3,66,3
7108,318.2,319.07,1,67,3
7108,319.37,321.73,3,68,3
7108,323.97,331.77,3,69,3
7108,326.83,329.5,3,70,3
7108,363.87,366,3,73,4
7108,403.87,404.57,2,76,4
7108,422.93,424.17,2,77,4
7108,434.4,434.83,3,78,4
7108,435,437.7,3,79,4
7108,435,437.7,3,80,4
